Geneid	Chr	Start	End	Strand	Length	BF1	BF2	BF3	BF4	BF5	Ctrl1	Ctrl2	Ctrl3	Ctrl4	Ctrl5
NFRAN_RS06985	NZ_LR216287.1	1480554	1480808	-	255	1867	3440	1620	2357	2149	4479	4446	4721	5660	5921
NFRAN_RS06990	NZ_LR216287.1	1480915	1482126	-	1212	4747	5796	5206	5116	5481	6380	5324	5919	7569	8358
NFRAN_RS06995	NZ_LR216287.1	1482645	1483214	+	570	2879	3518	4856	5664	4940	3737	3200	3782	3606	5368
NFRAN_RS07000	NZ_LR216287.1	1483108	1483809	-	702	410	389	440	366	414	568	445	431	604	598
NFRAN_RS07005	NZ_LR216287.1	1483889	1484143	-	255	10	10	6	28	25	32	14	11	14	23
NFRAN_RS07010	NZ_LR216287.1	1484345	1485082	+	738	781	1008	1036	883	1532	1687	1867	1605	2143	2422
NFRAN_RS07015	NZ_LR216287.1	1485102	1488719	+	3618	6582	7014	5190	5976	7652	10915	10071	10730	12267	13487
NFRAN_RS07020	NZ_LR216287.1	1488759	1490381	-	1623	12965	11326	14229	13689	11069	13386	12197	11021	14042	17598
NFRAN_RS07025	NZ_LR216287.1	1490451	1490993	+	543	127	328	126	112	177	197	180	131	157	261
NFRAN_RS07030	NZ_LR216287.1	1491082	1491375	+	294	42754	39871	46456	61320	48582	42486	45682	43175	58844	63852
NFRAN_RS07035	NZ_LR216287.1	1491496	1492218	+	723	1462	2306	1876	1819	2356	2298	2243	2333	2717	3103
NFRAN_RS07040	NZ_LR216287.1	1492476	1492967	+	492	301	660	499	473	530	466	502	491	618	761
NFRAN_RS07045	NZ_LR216287.1	1493156	1495087	-	1932	14654	18261	14143	13870	16608	20673	21424	19824	23318	27552
NFRAN_RS07050	NZ_LR216287.1	1495313	1495570	+	258	9304	9452	10951	10906	12033	13213	13414	12285	13778	16159
NFRAN_RS07055	NZ_LR216287.1	1495725	1496588	-	864	8885	17696	10657	12660	12948	25033	25252	26501	29113	36094
NFRAN_RS07060	NZ_LR216287.1	1496706	1498385	+	1680	2590	2989	2986	2964	3131	4445	4117	4424	5018	6259
NFRAN_RS07065	NZ_LR216287.1	1498450	1499478	-	1029	2055	1892	1923	1824	1801	1454	1502	1442	2091	2571
NFRAN_RS07070	NZ_LR216287.1	1499644	1500402	-	759	6575	6055	7613	7125	6889	7190	7228	6960	7061	9138
NFRAN_RS07075	NZ_LR216287.1	1500733	1501002	+	270	45	76	119	109	102	82	53	85	96	104
NFRAN_RS07080	NZ_LR216287.1	1503089	1503946	-	858	339	470	481	473	539	680	669	696	814	900
NFRAN_RS07085	NZ_LR216287.1	1504047	1504691	-	645	50	50	72	124	130	152	155	133	206	208
NFRAN_RS07090	NZ_LR216287.1	1505377	1505625	+	249	7289	5878	3579	6465	4361	10755	12477	16047	14951	14754
NFRAN_RS07095	NZ_LR216287.1	1505863	1506093	+	231	358	466	386	369	735	688	558	744	734	815
NFRAN_RS07100	NZ_LR216287.1	1506982	1507908	+	927	54774	44971	64438	70690	62396	53909	55141	44512	60648	72293
NFRAN_RS07105	NZ_LR216287.1	1509448	1510020	-	573	40	158	44	82	55	137	78	112	146	119
NFRAN_RS07115	NZ_LR216287.1	1510234	1510419	-	186	18	0	2	2	0	1	2	0	4	0
NFRAN_RS07120	NZ_LR216287.1	1511765	1512184	+	420	319	362	466	325	318	362	300	369	300	502
NFRAN_RS07125	NZ_LR216287.1	1513259	1513825	+	567	258	397	326	398	455	502	530	549	426	1006
NFRAN_RS07130	NZ_LR216287.1	1513837	1514259	-	423	32	74	47	89	80	51	72	62	105	124
NFRAN_RS07135	NZ_LR216287.1	1514906	1515604	-	699	12	12	22	12	14	14	34	53	60	42
NFRAN_RS07140	NZ_LR216287.1	1515641	1516051	+	411	2599	2216	2512	3495	3055	3980	3713	4279	4843	5767
NFRAN_RS07145	NZ_LR216287.1	1516299	1518596	-	2298	5714	6750	6586	5586	5078	5684	5613	5595	6535	7761
NFRAN_RS07150	NZ_LR216287.1	1518596	1519492	-	897	2707	3356	3280	3276	2545	2722	2237	2599	2621	3788
NFRAN_RS07160	NZ_LR216287.1	1520269	1520712	-	444	60	160	86	102	130	140	127	137	123	194
NFRAN_RS07165	NZ_LR216287.1	1521037	1522236	+	1200	886	1050	1193	1149	1029	1397	1281	1383	1262	2064
NFRAN_RS07170	NZ_LR216287.1	1522366	1524672	-	2307	1209	1563	1237	1135	1095	1294	1259	1253	1489	1730
NFRAN_RS13770	NZ_LR216287.1	1524990	1525154	-	165	35	12	20	22	12	14	9	21	0	40
NFRAN_RS07175	NZ_LR216287.1	1525211	1526128	+	918	4816	4560	5811	5453	4691	4584	3814	4417	4271	6260
NFRAN_RS07180	NZ_LR216287.1	1526139	1527563	-	1425	11303	16822	17374	13319	8923	6340	5127	6088	6478	6822
NFRAN_RS13775	NZ_LR216287.1	1527621	1527757	-	137	643	1740	1068	942	1299	1204	1023	1412	1918	1863
NFRAN_RS07185	NZ_LR216287.1	1527871	1528302	+	432	410	283	399	375	516	758	644	733	645	1129
NFRAN_RS07190	NZ_LR216287.1	1528369	1529142	-	774	1576	1764	1627	1815	2080	3957	2807	3299	4353	4461
NFRAN_RS07195	NZ_LR216287.1	1529163	1529510	-	348	580	670	415	609	806	1209	962	967	1684	1670
NFRAN_RS07200	NZ_LR216287.1	1529566	1530009	-	444	6541	6835	5712	6160	6934	10852	9669	10628	15914	14367
NFRAN_RS07205	NZ_LR216287.1	1530009	1530545	-	537	8061	8442	6492	7178	9191	14476	12083	12809	14827	18489
NFRAN_RS07210	NZ_LR216287.1	1530538	1530888	-	351	1761	1594	1955	2210	3081	4175	3433	3831	4092	5432
NFRAN_RS07215	NZ_LR216287.1	1530936	1531592	-	657	3943	4325	3927	3591	5202	7335	7278	6114	7259	9474
NFRAN_RS07220	NZ_LR216287.1	1532225	1532911	+	687	2236	2057	2534	2442	2079	2074	2007	1772	2212	2516
NFRAN_RS14140	NZ_LR216287.1	1533019	1534095	+	1077	23549	19027	19091	20321	24694	40540	35859	38388	46944	48088
NFRAN_RS07235	NZ_LR216287.1	1534180	1534917	+	738	23905	25562	20590	18408	23825	31328	30233	31365	40348	37720
NFRAN_RS07240	NZ_LR216287.1	1534914	1535735	+	822	29696	32686	32185	27622	32736	38532	35643	36809	46016	47846
NFRAN_RS07245	NZ_LR216287.1	1535767	1535964	+	198	5483	9187	6879	7047	7003	8319	6634	8146	13459	10499
NFRAN_RS07250	NZ_LR216287.1	1536026	1536235	+	210	581	663	736	836	856	1046	899	811	995	1348
NFRAN_RS07255	NZ_LR216287.1	1536290	1536688	+	399	15736	13785	16617	17246	15871	21739	17203	18424	21896	25604
NFRAN_RS07260	NZ_LR216287.1	1536746	1537528	+	783	722	732	759	695	862	988	802	945	1138	1522
NFRAN_RS07265	NZ_LR216287.1	1537550	1538623	-	1074	4354	4960	4177	4733	5185	6411	5376	6079	6694	7844
NFRAN_RS07270	NZ_LR216287.1	1538626	1539921	-	1296	9963	10529	9615	10495	11300	13803	12670	12703	14581	18060
NFRAN_RS07275	NZ_LR216287.1	1539914	1540909	-	996	10790	9659	9306	9417	10536	14053	12848	14785	15378	18453
NFRAN_RS07280	NZ_LR216287.1	1540999	1542279	-	1281	3295	4791	3296	3067	4318	6995	6076	6334	8506	8344
NFRAN_RS07285	NZ_LR216287.1	1542283	1543422	-	1140	2775	3359	2855	2901	3795	5928	5319	5277	6425	7134
NFRAN_RS13780	NZ_LR216287.1	1543630	1543767	-	138	219	480	429	281	497	398	524	528	693	719
NFRAN_RS07290	NZ_LR216287.1	1544025	1545149	+	1125	6538	7690	6455	6048	7413	10692	9940	9552	10972	12006
NFRAN_RS07295	NZ_LR216287.1	1545233	1545772	+	540	211	221	236	223	245	278	274	203	308	309
NFRAN_RS13785	NZ_LR216287.1	1546054	1546209	+	156	71	157	149	148	162	218	279	223	417	474
NFRAN_RS07300	NZ_LR216287.1	1546412	1547350	-	939	754	1008	496	556	525	823	699	877	1184	1112
NFRAN_RS07305	NZ_LR216287.1	1547403	1548785	-	1383	694	1018	826	947	1227	1529	1410	1459	1971	2376
NFRAN_RS07310	NZ_LR216287.1	1548870	1550999	+	2130	22663	26851	19705	19330	26209	39285	33664	35206	41434	47594
NFRAN_RS07315	NZ_LR216287.1	1551011	1551991	-	981	10692	15659	11314	10661	15536	23829	21289	22097	25741	27564
NFRAN_RS07320	NZ_LR216287.1	1552086	1552544	-	459	1309	1448	1677	1805	1759	2869	2831	2814	2852	3675
NFRAN_RS07325	NZ_LR216287.1	1552813	1553289	+	477	1187	1737	1224	1253	1700	2879	2651	2487	3729	3499
NFRAN_RS07330	NZ_LR216287.1	1553435	1553923	+	489	569	617	565	679	943	1420	1243	1322	1191	2009
NFRAN_RS07335	NZ_LR216287.1	1554265	1555629	-	1365	7208	9100	7738	8666	8829	11897	10999	12746	12373	17409
NFRAN_RS07340	NZ_LR216287.1	1555758	1556513	+	756	5044	4235	5093	3976	3709	3851	3217	3393	3758	4223
NFRAN_RS07345	NZ_LR216287.1	1556571	1557779	+	1209	7551	7240	7371	6129	7350	9622	8142	8046	9464	11135
NFRAN_RS07350	NZ_LR216287.1	1557851	1558600	+	750	2060	2069	2096	2278	2273	3791	2747	3046	3341	4133
NFRAN_RS07355	NZ_LR216287.1	1558647	1559492	-	846	5063	5389	5253	5953	6631	10046	8063	8277	10468	13097
NFRAN_RS07360	NZ_LR216287.1	1559502	1560233	-	732	13218	16448	14673	12192	16389	23232	20346	19429	27258	28712
NFRAN_RS07365	NZ_LR216287.1	1560438	1562612	+	2175	38290	35384	44214	30428	31723	32517	28131	28722	35361	38772
NFRAN_RS07370	NZ_LR216287.1	1562793	1564154	+	1362	14669	19863	15177	15427	19546	20571	21430	20597	22493	28780
NFRAN_RS07375	NZ_LR216287.1	1564213	1564500	+	288	1800	2736	2108	2326	2830	3087	2809	2984	3575	4081
NFRAN_RS07380	NZ_LR216287.1	1564593	1565396	-	804	2982	2579	3595	3586	3639	4104	3738	3509	4842	4519
NFRAN_RS07385	NZ_LR216287.1	1565398	1566114	-	717	3607	4363	4102	3190	3732	4298	3679	4011	4792	4630
NFRAN_RS07390	NZ_LR216287.1	1566111	1566740	-	630	1474	1610	1865	1646	1779	1691	1547	1582	1838	1789
NFRAN_RS07395	NZ_LR216287.1	1566744	1567355	-	612	4630	5566	6084	6093	5861	5421	4806	5230	6127	7984
NFRAN_RS07400	NZ_LR216287.1	1567356	1568387	-	1032	383	588	502	606	575	688	629	600	769	978
NFRAN_RS07405	NZ_LR216287.1	1568521	1568787	+	267	1217	615	1598	1855	1341	1189	980	987	1262	1378
NFRAN_RS07410	NZ_LR216287.1	1569661	1571205	+	1545	3707	3536	3577	3696	3805	4493	4348	4242	4277	5443
NFRAN_RS07415	NZ_LR216287.1	1571211	1573184	+	1974	6335	5941	6329	5875	6732	7694	7060	7727	9067	9486
NFRAN_RS07420	NZ_LR216287.1	1573168	1573524	+	357	218	244	205	210	277	283	321	287	261	320
NFRAN_RS07425	NZ_LR216287.1	1573565	1574101	-	537	25812	26482	28171	30292	37825	48412	39839	41507	60586	65650
NFRAN_RS07430	NZ_LR216287.1	1574249	1575568	-	1320	11189	11825	11664	9664	12091	17227	15872	16272	18155	22394
NFRAN_RS13790	NZ_LR216287.1	1575691	1575855	+	165	5888	4109	3459	3218	2426	3260	3016	4339	7705	4973
NFRAN_RS07435	NZ_LR216287.1	1576128	1576649	+	522	555	458	696	651	594	648	722	660	804	810
NFRAN_RS07440	NZ_LR216287.1	1576722	1577285	-	564	7227	5459	5725	4893	3856	3172	2736	3176	4128	3771
NFRAN_RS07445	NZ_LR216287.1	1577510	1578205	+	696	816	753	856	952	1070	839	918	888	1069	1254
NFRAN_RS07450	NZ_LR216287.1	1578202	1578645	-	444	861	1135	1002	967	972	992	1168	1045	1229	1260
NFRAN_RS07455	NZ_LR216287.1	1578737	1579297	+	561	242	215	179	152	211	321	264	336	539	524
NFRAN_RS07460	NZ_LR216287.1	1579428	1580417	+	990	1379	1322	1245	1522	1552	1922	1835	1948	2374	2310
NFRAN_RS07465	NZ_LR216287.1	1580483	1584013	-	3531	5952	8167	6104	5690	5820	9237	7862	9076	12633	11191
NFRAN_RS07470	NZ_LR216287.1	1584112	1586484	-	2373	2990	2583	2771	2993	2833	4084	3516	3470	4153	4919
NFRAN_RS07475	NZ_LR216287.1	1586661	1588016	-	1356	4786	6265	5453	4921	6011	7846	7513	7784	8364	10246
NFRAN_RS07480	NZ_LR216287.1	1588106	1589584	+	1479	5659	7203	5476	5186	8113	11395	9822	9880	12939	14721
NFRAN_RS07485	NZ_LR216287.1	1589613	1590068	+	456	1885	2711	2469	2159	2389	3572	2935	2968	4187	4780
NFRAN_RS07490	NZ_LR216287.1	1590229	1590792	-	564	129	138	182	144	87	74	55	88	131	76
NFRAN_RS07495	NZ_LR216287.1	1590984	1591913	-	930	6070	5989	8920	6856	5418	5600	4892	4210	5111	5151
NFRAN_RS07500	NZ_LR216287.1	1592000	1593052	+	1053	19838	18657	22718	20329	18769	22117	20470	18736	21608	25775
NFRAN_RS07505	NZ_LR216287.1	1593303	1594043	+	741	154	315	289	393	333	330	317	283	310	420
NFRAN_RS07510	NZ_LR216287.1	1594122	1595249	+	1128	52049	44261	65868	50330	42490	35360	33563	32095	38321	49458
NFRAN_RS07515	NZ_LR216287.1	1595548	1596855	-	1308	216	277	204	253	216	297	269	246	282	482
NFRAN_RS07520	NZ_LR216287.1	1596848	1597090	-	243	76	160	154	204	234	213	251	246	274	361
NFRAN_RS07525	NZ_LR216287.1	1597899	1598891	-	993	5531	6836	6502	7308	7050	8205	7897	6753	7223	9489
NFRAN_RS07530	NZ_LR216287.1	1599052	1599234	+	183	770	916	1235	1592	1152	912	725	892	1257	1716
NFRAN_RS07535	NZ_LR216287.1	1599333	1599899	+	567	835	1012	1276	1066	1005	1156	1061	934	1317	1668
NFRAN_RS07540	NZ_LR216287.1	1599956	1600369	+	414	671	1266	885	784	1401	1717	1470	1517	1724	2671
NFRAN_RS07545	NZ_LR216287.1	1600384	1601961	+	1578	5809	5321	5532	5775	7037	10854	10016	9105	10806	14092
NFRAN_RS07550	NZ_LR216287.1	1601984	1602646	-	663	12231	13257	12681	11290	14613	18561	16814	14971	20143	21057
NFRAN_RS07555	NZ_LR216287.1	1602742	1604157	+	1416	18673	20007	24702	17555	16642	14023	14188	12678	14851	16422
NFRAN_RS07560	NZ_LR216287.1	1604215	1604817	+	603	6325	7380	8155	5449	5234	4804	4668	4047	5130	4960
NFRAN_RS07565	NZ_LR216287.1	1604953	1605273	+	321	822	699	941	1541	1346	2106	1923	1982	2314	2217
NFRAN_RS07570	NZ_LR216287.1	1605305	1605904	-	600	158	124	243	333	309	304	273	240	244	498
NFRAN_RS07575	NZ_LR216287.1	1606696	1607361	+	666	700	844	931	746	1264	2137	1712	1523	2254	2556
NFRAN_RS07580	NZ_LR216287.1	1607627	1607983	-	357	830	793	744	1041	1021	1626	1423	1691	2118	2158
NFRAN_RS07585	NZ_LR216287.1	1609410	1610810	-	1401	1129	1102	1357	1566	1627	2031	1662	1736	2070	2356
NFRAN_RS07590	NZ_LR216287.1	1611284	1611739	+	456	2015	2004	2610	2504	2123	1759	1488	1359	2029	2097
NFRAN_RS07595	NZ_LR216287.1	1612151	1613647	+	1497	630	817	704	776	834	1076	1072	903	1213	1352
NFRAN_RS07600	NZ_LR216287.1	1613829	1614326	+	498	195	441	410	374	264	182	120	147	154	230
NFRAN_RS07605	NZ_LR216287.1	1614824	1615018	+	195	0	24	0	0	4	2	0	2	0	7
NFRAN_RS07610	NZ_LR216287.1	1615100	1615279	+	180	2	3	0	0	0	0	0	2	0	2
NFRAN_RS07615	NZ_LR216287.1	1615930	1616700	-	771	1674	2166	1740	2000	2050	2216	2159	2015	2897	3094
NFRAN_RS07620	NZ_LR216287.1	1616733	1617431	-	699	1737	1931	1870	2245	1807	1530	1866	1893	1941	2055
NFRAN_RS07625	NZ_LR216287.1	1618671	1618970	+	300	0	10	14	8	7	3	9	10	2	14
NFRAN_RS07630	NZ_LR216287.1	1618903	1619283	+	381	0	0	0	0	0	0	6	0	0	2
NFRAN_RS07635	NZ_LR216287.1	1619480	1620574	+	1095	9554	8305	9156	7251	13832	15926	10180	9272	10762	12737
NFRAN_RS07640	NZ_LR216287.1	1620662	1621666	+	1005	8603	5027	8980	6202	9833	7067	5161	4517	4995	5294
NFRAN_RS07645	NZ_LR216287.1	1621668	1622579	+	912	1229	1230	1835	945	1602	1481	1072	937	1166	892
NFRAN_RS07650	NZ_LR216287.1	1622666	1623562	+	897	15411	8776	16950	15984	17466	13515	11256	10332	11137	13373
NFRAN_RS07655	NZ_LR216287.1	1623599	1624249	+	651	1697	1317	2263	1962	2383	1603	1348	1279	1425	2061
NFRAN_RS07660	NZ_LR216287.1	1624486	1625115	-	630	190	345	213	186	204	450	364	393	492	725
NFRAN_RS07665	NZ_LR216287.1	1625268	1625819	+	552	677	423	680	859	928	1309	1243	1329	1341	1643
NFRAN_RS07670	NZ_LR216287.1	1625824	1626438	-	615	2031	2441	2627	2831	2199	1996	1672	2301	2799	3014
NFRAN_RS07675	NZ_LR216287.1	1626437	1627474	+	1038	564	1076	514	476	799	686	748	752	687	984
NFRAN_RS07680	NZ_LR216287.1	1627471	1628928	+	1458	2251	3016	2222	2131	2757	2700	2536	2418	2681	3649
NFRAN_RS07685	NZ_LR216287.1	1628921	1629976	-	1056	1892	2488	2129	1918	2394	2744	2590	3023	3020	3610
NFRAN_RS07690	NZ_LR216287.1	1629973	1630503	-	531	1350	1718	1506	1713	1838	2096	1711	1791	2365	2758
NFRAN_RS07695	NZ_LR216287.1	1630591	1630968	+	378	251	275	356	316	446	510	388	459	508	543
NFRAN_RS07700	NZ_LR216287.1	1631024	1631590	-	567	3420	4128	4711	4232	4410	5051	4489	5131	5916	6829
NFRAN_RS07705	NZ_LR216287.1	1631678	1631941	-	264	662	438	579	686	516	407	342	440	443	461
NFRAN_RS07710	NZ_LR216287.1	1632275	1633123	+	849	1528	1681	1938	1812	2377	3037	2500	2368	2617	3541
NFRAN_RS07715	NZ_LR216287.1	1633277	1634437	+	1161	22093	20563	20915	18369	20195	23259	21147	21347	29041	26790
NFRAN_RS07720	NZ_LR216287.1	1634445	1634846	+	402	4818	4406	5487	4457	5325	6205	5272	6089	6884	7317
NFRAN_RS07725	NZ_LR216287.1	1634945	1635559	+	615	14378	18148	16003	19251	18007	27302	26114	24344	26790	38814
NFRAN_RS07730	NZ_LR216287.1	1635648	1637717	+	2070	5105	5770	5275	6163	6673	6358	6110	6612	6393	9772
NFRAN_RS07735	NZ_LR216287.1	1638046	1640805	+	2760	46513	48921	56662	53835	49048	44137	41748	42085	45875	57511
NFRAN_RS07740	NZ_LR216287.1	1640876	1641814	+	939	2869	4396	3561	3214	4030	5098	4649	4613	5254	6552
NFRAN_RS07745	NZ_LR216287.1	1642139	1642480	+	342	1284	1187	1249	1237	1258	1756	1837	1560	1762	2400
NFRAN_RS07750	NZ_LR216287.1	1642548	1643618	-	1071	1238	2088	1189	1346	1552	3122	2458	2693	3222	4001
NFRAN_RS07755	NZ_LR216287.1	1643639	1643872	-	234	46	60	33	58	44	99	106	103	129	115
NFRAN_RS07760	NZ_LR216287.1	1644172	1644951	-	780	723	1199	1248	1295	1242	1646	1533	1347	1975	2178
NFRAN_RS07765	NZ_LR216287.1	1645083	1646786	+	1704	91266	77272	92186	81248	75031	94537	90408	101315	109511	157138
NFRAN_RS07770	NZ_LR216287.1	1646917	1647339	+	423	14577	10539	17055	18531	15185	14411	13327	14268	11877	21072
NFRAN_RS07775	NZ_LR216287.1	1647359	1648879	+	1521	2495	1970	3191	2995	2614	2245	1716	2089	1929	2987
NFRAN_RS07780	NZ_LR216287.1	1648940	1649518	+	579	789	930	1053	1300	975	954	754	815	890	1268
NFRAN_RS07785	NZ_LR216287.1	1649570	1650421	+	852	7596	7510	6611	6944	8972	12610	12206	12786	15012	17705
NFRAN_RS07790	NZ_LR216287.1	1650453	1651457	-	1005	2116	2658	1970	1698	2173	2918	2657	2809	3746	3412
NFRAN_RS07795	NZ_LR216287.1	1651426	1652193	-	768	871	839	801	676	883	1157	1000	1142	1292	1599
NFRAN_RS07800	NZ_LR216287.1	1652303	1653316	+	1014	651	761	518	501	809	887	761	885	1132	1204
NFRAN_RS07805	NZ_LR216287.1	1653384	1654175	+	792	3372	4635	4251	3740	3345	3248	3428	3260	4016	4684
NFRAN_RS07810	NZ_LR216287.1	1654193	1654627	-	435	4446	3784	5213	5188	4341	4279	4998	3454	5202	5622
NFRAN_RS07815	NZ_LR216287.1	1654995	1655627	-	633	7651	8260	8565	7575	9075	12381	10782	9844	14037	15234
NFRAN_RS07820	NZ_LR216287.1	1655679	1656518	-	840	9457	10582	12059	10787	10861	10428	9438	9075	11196	12173
NFRAN_RS07825	NZ_LR216287.1	1656837	1657049	+	213	76	83	83	86	88	145	109	147	164	293
NFRAN_RS07830	NZ_LR216287.1	1657085	1657504	+	420	566	827	497	684	685	716	681	700	830	1033
NFRAN_RS07835	NZ_LR216287.1	1657692	1658558	+	867	958	643	1093	1090	1061	1406	1291	1238	1249	1966
NFRAN_RS07840	NZ_LR216287.1	1658615	1659241	+	627	2327	2900	2629	2307	3100	5303	4602	4311	5857	6866
NFRAN_RS07845	NZ_LR216287.1	1659238	1660065	+	828	3097	3631	3094	2864	3594	5962	4737	4974	6086	6849
NFRAN_RS07850	NZ_LR216287.1	1660066	1660533	-	468	671	702	838	600	958	969	986	1078	1021	1570
NFRAN_RS07855	NZ_LR216287.1	1660903	1661904	-	1002	8271	9078	7666	6315	10849	17960	14599	16336	19352	24163
NFRAN_RS07860	NZ_LR216287.1	1662492	1662866	-	375	3989	4255	4430	4701	3537	3385	3133	3327	4226	5101
NFRAN_RS07865	NZ_LR216287.1	1662887	1663357	-	471	243	325	207	248	266	322	265	332	415	425
NFRAN_RS07870	NZ_LR216287.1	1663723	1664142	+	420	2247	2961	2355	2267	2573	2208	2167	2674	2640	3293
NFRAN_RS07875	NZ_LR216287.1	1664167	1665984	+	1818	7115	6832	7932	7206	7964	9365	7737	7964	8741	11844
NFRAN_RS07880	NZ_LR216287.1	1666129	1666347	-	219	45	117	91	36	99	118	100	126	161	157
NFRAN_RS07885	NZ_LR216287.1	1667078	1667623	+	546	1245	1252	1127	1087	1277	1892	1614	1517	1722	2313
NFRAN_RS07890	NZ_LR216287.1	1667640	1667936	-	297	94	124	101	71	106	108	105	81	166	131
NFRAN_RS07895	NZ_LR216287.1	1668009	1669472	-	1464	3334	3454	3846	3973	3518	3820	3580	3778	3987	5242
NFRAN_RS07900	NZ_LR216287.1	1669536	1670720	+	1185	1793	1677	1862	2004	2093	3304	3069	3168	3600	4422
NFRAN_RS07905	NZ_LR216287.1	1670723	1671751	+	1029	1266	1990	1569	1472	1751	2430	2251	1952	2721	3277
NFRAN_RS07910	NZ_LR216287.1	1671754	1672098	-	345	361	528	433	318	347	386	314	268	400	586
NFRAN_RS07915	NZ_LR216287.1	1672136	1672762	+	627	514	471	799	843	776	748	537	778	531	833
NFRAN_RS07920	NZ_LR216287.1	1673166	1673287	-	122	91	154	192	80	206	123	100	149	192	329
NFRAN_RS07925	NZ_LR216287.1	1673448	1674875	+	1428	2641	3135	3298	2754	3600	3641	3840	3735	4072	4736
NFRAN_RS07930	NZ_LR216287.1	1674944	1675324	+	381	12559	13993	13415	12401	16851	26642	22933	24167	26770	32216
NFRAN_RS07935	NZ_LR216287.1	1675347	1675559	+	213	1728	1986	2158	2117	3006	3773	2613	3190	4983	5594
NFRAN_RS07940	NZ_LR216287.1	1675596	1675808	+	213	10395	12440	8966	9576	12946	17282	13229	16278	21296	22037
NFRAN_RS07945	NZ_LR216287.1	1675810	1676214	+	405	3384	4122	3473	4308	5144	7178	5964	5877	7153	9496
NFRAN_RS07950	NZ_LR216287.1	1676215	1677999	+	1785	21888	23176	20177	19729	27380	38490	32199	36101	42923	48682
NFRAN_RS07955	NZ_LR216287.1	1678064	1678324	+	261	135	213	169	212	261	294	315	283	367	546
NFRAN_RS07960	NZ_LR216287.1	1678328	1679638	-	1311	467	596	678	809	868	1266	1136	1217	1480	1654
NFRAN_RS07965	NZ_LR216287.1	1679732	1680175	+	444	318	551	425	483	597	820	795	812	845	1217
NFRAN_RS07970	NZ_LR216287.1	1680334	1680687	+	354	827	1228	1364	1345	1232	1310	1070	1195	1417	2028
NFRAN_RS07975	NZ_LR216287.1	1680873	1682594	+	1722	9124	11545	10844	9251	10943	15387	15318	13986	19837	16885
NFRAN_RS07980	NZ_LR216287.1	1682594	1683088	+	495	4890	5483	7000	6235	6495	7536	7437	6762	9396	8958
NFRAN_RS07985	NZ_LR216287.1	1683183	1683503	+	321	1894	1713	2705	2349	2239	3179	3069	2517	3730	3602
NFRAN_RS07990	NZ_LR216287.1	1683599	1684381	+	783	11020	8844	10611	11288	10831	15331	14049	12752	16359	18170
NFRAN_RS07995	NZ_LR216287.1	1684422	1684793	-	372	20111	10257	18561	13765	11091	9241	8256	8862	12213	12428
NFRAN_RS08000	NZ_LR216287.1	1684894	1686402	+	1509	2317	2935	1982	2010	2327	3097	3151	2894	3690	3930
NFRAN_RS08005	NZ_LR216287.1	1686467	1686790	+	324	17221	17996	15487	19879	20990	31370	27902	28463	32622	33758
NFRAN_RS08010	NZ_LR216287.1	1686823	1687476	+	654	1299	1355	1512	1931	2247	2555	2061	2382	2472	3598
NFRAN_RS08015	NZ_LR216287.1	1687529	1688446	+	918	4630	4518	4403	4527	6011	7212	6814	7092	7635	9455
NFRAN_RS08020	NZ_LR216287.1	1688516	1689472	+	957	10329	12220	9489	9941	12613	15218	13954	14248	15701	21206
NFRAN_RS14350	NZ_LR216287.1	1689723	1690226	+	504	832	1003	942	990	1235	1727	1638	1813	2451	2174
NFRAN_RS08030	NZ_LR216287.1	1690449	1691732	-	1284	5203	5892	5472	6719	6720	10299	8061	9412	10253	14437
NFRAN_RS08035	NZ_LR216287.1	1691926	1693062	+	1137	3112	2900	3165	3322	3250	3825	3593	3824	4203	4814
NFRAN_RS08040	NZ_LR216287.1	1693111	1693201	+	91	101	195	185	108	192	129	174	199	303	291
NFRAN_RS14355	NZ_LR216287.1	1693659	1694126	+	468	626	866	821	973	1262	1307	1391	1506	1575	2526
NFRAN_RS08050	NZ_LR216287.1	1694504	1695112	+	609	0	0	10	25	19	4	5	8	22	27
NFRAN_RS08060	NZ_LR216287.1	1696702	1697088	+	387	1730	2198	2202	2252	2221	2906	2821	2546	3126	3687
NFRAN_RS08065	NZ_LR216287.1	1697263	1697763	-	501	11	18	11	13	16	15	17	33	16	25
NFRAN_RS13795	NZ_LR216287.1	1697711	1697869	-	159	6	0	11	1	6	30	22	13	8	10
NFRAN_RS08070	NZ_LR216287.1	1698166	1698636	-	471	825	462	831	959	799	1289	968	1133	1344	1578
NFRAN_RS14145	NZ_LR216287.1	1699118	1699855	+	738	7207	7452	10146	14019	8885	5829	5460	5542	5898	7425
NFRAN_RS08080	NZ_LR216287.1	1700135	1700728	+	594	89	258	121	178	95	103	139	151	158	202
NFRAN_RS08085	NZ_LR216287.1	1701290	1701712	+	423	977	1037	1260	1195	1169	1217	1220	1300	1158	1813
NFRAN_RS08090	NZ_LR216287.1	1701746	1702177	+	432	153	202	211	198	196	210	173	202	224	248
NFRAN_RS08095	NZ_LR216287.1	1702569	1702976	+	408	221	358	375	269	326	221	254	276	318	385
NFRAN_RS08100	NZ_LR216287.1	1703197	1703448	-	252	87	126	163	130	154	98	67	70	70	133
NFRAN_RS08105	NZ_LR216287.1	1703585	1704583	-	999	644	766	876	817	505	622	607	585	627	855
