Geneid	Chr	Start	End	Strand	Length	BF1	BF2	BF3	BF4	Ctrl1	Ctrl2	Ctrl3	Ctrl4	Ctrl5
NMAR_RS02790	NC_010085.1	466065	466742	-	678	92	137	106	169	211	313	2555	143	224
NMAR_RS02795	NC_010085.1	466837	467889	+	1053	1716	2141	1780	1467	2143	2466	22231	1630	1656
NMAR_RS02800	NC_010085.1	467886	468647	+	762	14	58	15	30	43	53	393	24	20
NMAR_RS02805	NC_010085.1	468711	469274	-	564	48	49	88	47	49	32	415	53	62
NMAR_RS02810	NC_010085.1	469360	469671	+	312	125	231	236	154	371	267	3698	216	152
NMAR_RS02815	NC_010085.1	469717	469908	+	192	139	182	241	171	349	290	3293	114	173
NMAR_RS02820	NC_010085.1	470002	470128	-	127	218	187	225	135	236	232	3122	66	103
NMAR_RS02825	NC_010085.1	470238	470846	+	609	165	116	43	48	227	244	1402	133	169
NMAR_RS02830	NC_010085.1	470881	471291	+	411	1472	1685	1817	948	2480	2854	18542	1447	1813
NMAR_RS02835	NC_010085.1	471402	472091	+	690	109	130	90	94	114	94	1140	87	114
NMAR_RS02840	NC_010085.1	472084	473412	+	1329	518	658	515	505	854	968	10851	823	782
NMAR_RS02845	NC_010085.1	473435	474580	+	1146	24	29	28	8	44	50	314	37	36
NMAR_RS02850	NC_010085.1	474754	475464	+	711	265	251	246	244	490	401	4521	244	422
NMAR_RS02855	NC_010085.1	475477	475650	-	174	40	76	58	99	77	99	950	13	44
NMAR_RS02860	NC_010085.1	475650	476066	-	417	401	405	442	296	594	545	5588	334	391
NMAR_RS02865	NC_010085.1	476150	476710	+	561	343	331	287	356	224	258	3666	345	298
NMAR_RS02870	NC_010085.1	476694	477980	-	1287	315	386	358	181	369	402	4122	318	312
NMAR_RS02875	NC_010085.1	478209	479225	+	1017	950	964	931	913	988	1194	7635	558	775
NMAR_RS02880	NC_010085.1	479268	479714	+	447	273	391	388	300	306	499	3496	262	312
NMAR_RS02885	NC_010085.1	479711	480148	-	438	10	18	15	16	56	46	531	30	37
NMAR_RS02890	NC_010085.1	480145	480852	-	708	181	219	97	110	133	183	1596	127	121
NMAR_RS02895	NC_010085.1	480908	482206	-	1299	24	76	48	17	84	70	437	40	43
NMAR_RS02900	NC_010085.1	482301	482492	+	192	1	0	25	1	21	26	182	4	15
NMAR_RS02905	NC_010085.1	482492	482710	+	219	13	74	20	22	23	21	126	34	63
NMAR_RS02910	NC_010085.1	482942	484270	+	1329	2360	2791	2688	2157	1812	1808	16868	1483	1357
NMAR_RS02915	NC_010085.1	484253	484657	-	405	19	55	21	63	97	69	671	25	79
NMAR_RS02920	NC_010085.1	484663	485514	-	852	479	618	563	289	879	821	11339	579	827
NMAR_RS02925	NC_010085.1	485511	486881	-	1371	322	350	229	206	453	320	5129	236	420
NMAR_RS02930	NC_010085.1	486886	487983	-	1098	1401	1866	1242	1189	1633	1505	15155	966	1098
NMAR_RS02935	NC_010085.1	488310	489578	-	1269	266	239	259	157	214	301	3747	242	216
NMAR_RS02940	NC_010085.1	489568	490422	-	855	197	277	233	131	329	303	2664	210	241
NMAR_RS02945	NC_010085.1	490422	491243	-	822	384	434	284	337	357	410	3618	344	362
NMAR_RS02950	NC_010085.1	491292	491963	-	672	143	133	106	71	131	150	1651	122	132
NMAR_RS02955	NC_010085.1	491965	493026	-	1062	274	260	277	157	515	394	3443	257	277
NMAR_RS02960	NC_010085.1	493019	493801	-	783	519	508	530	442	707	689	8223	434	531
NMAR_RS02965	NC_010085.1	493936	495054	+	1119	514	724	725	704	928	998	8981	462	768
NMAR_RS02970	NC_010085.1	495049	496491	-	1443	951	1335	924	987	1187	1037	10910	541	947
NMAR_RS02975	NC_010085.1	496661	499099	+	2439	610	873	795	664	998	1079	10499	959	851
NMAR_RS02980	NC_010085.1	499165	499539	-	375	1064	1597	1153	1085	1234	1188	13436	823	1101
NMAR_RS09925	NC_010085.1	499635	500318	+	684	64856	45243	38759	31161	52886	51534	430338	35522	37392
NMAR_RS02990	NC_010085.1	500387	500578	+	192	54	56	70	29	133	141	1610	82	117
NMAR_RS09930	NC_010085.1	500703	501698	+	996	113940	122060	83251	76962	90835	83402	915088	73282	88784
NMAR_RS03000	NC_010085.1	501721	502185	-	465	187	198	137	192	192	127	2009	124	90
NMAR_RS03005	NC_010085.1	502286	502999	+	714	1907	2097	2525	1751	3182	3492	24335	2016	2132
NMAR_RS03010	NC_010085.1	503038	503463	+	426	29	70	11	21	53	32	299	18	52
NMAR_RS03015	NC_010085.1	503460	504278	+	819	90	143	88	97	88	132	1093	89	84
NMAR_RS03020	NC_010085.1	504317	504391	+	75	20	19	10	0	20	8	127	22	6
NMAR_RS03025	NC_010085.1	504393	504806	-	414	285	233	328	202	290	203	2014	191	151
NMAR_RS03030	NC_010085.1	504947	505693	+	747	18	28	7	2	29	25	325	21	64
NMAR_RS03035	NC_010085.1	505750	506082	+	333	4	35	56	2	46	32	434	16	18
NMAR_RS03040	NC_010085.1	506264	506860	+	597	64	360	297	470	2885	2639	18857	1493	2127
NMAR_RS03045	NC_010085.1	506914	507315	+	402	104	128	132	47	474	516	5603	524	415
NMAR_RS03050	NC_010085.1	507316	507741	-	426	11	0	0	10	7	12	102	4	2
NMAR_RS03055	NC_010085.1	507793	508344	+	552	24	18	10	2	5	10	82	26	11
NMAR_RS03060	NC_010085.1	508373	508744	+	372	829	1065	868	760	927	1126	10397	1042	729
NMAR_RS03065	NC_010085.1	508749	510014	+	1266	39	58	69	60	108	106	687	52	60
NMAR_RS03070	NC_010085.1	510081	510596	+	516	4088	4452	3143	2993	5264	5148	49254	4244	4519
NMAR_RS09670	NC_010085.1	510959	511132	-	174	10	2	0	10	8	18	160	15	9
NMAR_RS03075	NC_010085.1	511164	511466	-	303	4	8	0	6	3	8	78	9	2
NMAR_RS09675	NC_010085.1	511493	511636	-	144	0	0	0	0	0	0	0	0	0
NMAR_RS03080	NC_010085.1	511861	512307	+	447	20	56	32	34	69	60	747	68	44
NMAR_RS03085	NC_010085.1	512302	513066	-	765	60	26	6	35	90	93	558	44	69
NMAR_RS03090	NC_010085.1	513095	513295	-	201	48	44	16	23	43	78	907	49	34
NMAR_RS03095	NC_010085.1	513299	514888	-	1590	299	304	206	191	306	286	3607	205	270
NMAR_RS03100	NC_010085.1	514892	516475	-	1584	542	574	468	310	498	543	6446	424	492
NMAR_RS03105	NC_010085.1	516532	516840	-	309	734	319	158	137	956	610	7635	548	737
NMAR_RS03110	NC_010085.1	516887	518137	-	1251	967	813	911	640	1221	1380	11773	734	850
NMAR_RS03115	NC_010085.1	518212	519234	-	1023	199	307	264	264	511	464	3920	409	292
NMAR_RS03120	NC_010085.1	519284	520009	-	726	200	326	320	250	419	382	2475	208	228
NMAR_RS03125	NC_010085.1	520407	522080	+	1674	1397	1233	1053	983	462	427	3334	337	416
NMAR_RS03130	NC_010085.1	522090	522437	-	348	1219	2036	1276	879	729	984	8712	594	908
NMAR_RS03135	NC_010085.1	522625	523080	+	456	140	228	173	145	388	410	4102	311	368
NMAR_RS09995	NC_010085.1	523305	523433	-	129	69	124	100	81	231	213	2326	124	177
NMAR_RS03140	NC_010085.1	523440	523772	-	333	422	320	274	256	800	629	7329	536	659
NMAR_RS03145	NC_010085.1	523890	525197	+	1308	4397	4081	4710	3319	8357	9277	56000	5691	4605
NMAR_RS03150	NC_010085.1	525213	525581	+	369	188	203	177	105	350	407	3086	255	277
NMAR_RS03155	NC_010085.1	525858	526793	+	936	247	252	322	205	328	417	4142	383	273
NMAR_RS03160	NC_010085.1	526808	528166	-	1359	32	137	16	20	77	54	576	46	58
NMAR_RS03165	NC_010085.1	528167	529426	-	1260	198	360	284	178	458	500	5713	219	250
NMAR_RS03170	NC_010085.1	529423	530592	-	1170	198	264	239	161	303	272	3021	248	269
NMAR_RS03175	NC_010085.1	530634	531773	-	1140	1152	1658	1396	1524	1371	1513	14097	969	1147
NMAR_RS03180	NC_010085.1	531812	533020	-	1209	194	197	151	147	174	159	1742	185	125
NMAR_RS03185	NC_010085.1	533024	533440	-	417	145	182	88	111	223	213	3249	138	221
NMAR_RS03190	NC_010085.1	533614	533811	+	198	244	337	172	153	315	269	3210	169	269
NMAR_RS03195	NC_010085.1	533849	534178	+	330	151	98	202	103	217	211	2129	171	123
NMAR_RS03200	NC_010085.1	534324	534884	-	561	2861	3268	2529	1976	3597	3549	34838	2649	2724
NMAR_RS03205	NC_010085.1	535023	536144	+	1122	114	180	92	120	247	217	2061	179	186
NMAR_RS03210	NC_010085.1	536144	536323	+	180	2	22	20	12	15	15	109	18	14
NMAR_RS03215	NC_010085.1	536325	537218	-	894	165	264	267	238	353	265	3061	174	222
NMAR_RS03220	NC_010085.1	537291	537367	+	77	70	35	48	49	17	41	194	16	29
NMAR_RS09680	NC_010085.1	537506	537751	+	246	8	41	70	54	9	49	352	23	36
NMAR_RS03230	NC_010085.1	537875	539041	+	1167	226	282	246	257	198	207	2214	139	199
NMAR_RS03235	NC_010085.1	539483	540115	+	633	142	255	174	162	296	430	3754	244	428
NMAR_RS03240	NC_010085.1	540147	541508	-	1362	69	44	10	17	33	41	627	36	41
NMAR_RS03245	NC_010085.1	541510	543078	-	1569	358	287	221	207	590	513	4477	395	359
NMAR_RS03250	NC_010085.1	543154	544470	+	1317	18	40	38	14	53	59	885	41	56
NMAR_RS03255	NC_010085.1	544537	547557	+	3021	105	356	208	130	827	599	8313	414	593
NMAR_RS03260	NC_010085.1	547547	548086	+	540	209	88	88	53	204	176	1326	127	170
NMAR_RS03265	NC_010085.1	548173	550365	+	2193	291	688	424	408	322	349	2369	209	285
NMAR_RS03270	NC_010085.1	550362	550865	+	504	6	24	12	10	19	28	261	14	13
NMAR_RS03275	NC_010085.1	550928	551785	+	858	158	188	99	147	103	145	1432	98	165
NMAR_RS03280	NC_010085.1	551790	552731	-	942	30	40	16	6	10	48	543	16	27
NMAR_RS03285	NC_010085.1	552946	553557	+	612	176	196	156	167	185	280	2104	171	187
NMAR_RS03290	NC_010085.1	553550	554134	+	585	129	163	119	162	197	145	2732	209	181
NMAR_RS03295	NC_010085.1	554316	557606	+	3291	5967	7096	7701	7036	9962	11063	93260	7557	7776
NMAR_RS03300	NC_010085.1	557641	558132	+	492	48	182	54	84	74	80	569	45	62
NMAR_RS03305	NC_010085.1	558117	560579	-	2463	106	222	168	98	330	411	3679	275	249
NMAR_RS03310	NC_010085.1	560659	561312	+	654	28	39	28	38	41	54	364	34	38
NMAR_RS03315	NC_010085.1	561296	563041	-	1746	886	1045	668	738	1160	1052	12168	740	891
NMAR_RS03320	NC_010085.1	563049	563213	-	165	90	194	225	137	255	256	2626	81	236
NMAR_RS03325	NC_010085.1	563248	563577	-	330	20	29	46	10	64	36	270	18	8
NMAR_RS03330	NC_010085.1	563679	563987	+	309	201	272	247	218	327	281	3699	140	262
NMAR_RS03335	NC_010085.1	563994	564983	+	990	103	193	195	112	77	140	1336	122	94
NMAR_RS03340	NC_010085.1	564972	565880	-	909	703	764	773	616	1276	1000	14193	774	986
NMAR_RS03345	NC_010085.1	565999	566637	-	639	28	52	40	34	73	35	297	14	60
NMAR_RS03350	NC_010085.1	566639	567559	-	921	1382	1042	674	905	1275	1283	13414	1100	959
NMAR_RS03355	NC_010085.1	567675	569051	+	1377	1269	1577	1739	1245	5815	7000	54742	3283	3805
NMAR_RS03360	NC_010085.1	569083	569382	+	300	2	18	25	52	26	30	452	26	38
NMAR_RS03365	NC_010085.1	569388	569667	-	280	293309	216560	306583	238140	136041	160616	2047759	121895	108213
NMAR_RS03370	NC_010085.1	569705	570328	-	624	88	46	26	22	59	22	558	27	50
NMAR_RS03375	NC_010085.1	570769	573681	+	2913	2682	2805	3266	2687	962	1102	8723	734	935
NMAR_RS03380	NC_010085.1	573682	574890	-	1209	215	339	327	235	330	338	2956	203	258
NMAR_RS03385	NC_010085.1	574939	575148	-	210	71	83	60	51	59	72	1156	53	80
NMAR_RS10000	NC_010085.1	575241	575366	+	126	0	0	0	0	0	0	0	2	0
NMAR_RS03390	NC_010085.1	575347	575928	+	582	110	122	104	130	56	43	874	55	63
NMAR_RS03395	NC_010085.1	575917	576678	-	762	1849	1975	1750	1448	1811	2089	19088	1440	1700
NMAR_RS03400	NC_010085.1	576732	577610	-	879	42	48	18	41	72	100	812	56	55
NMAR_RS03405	NC_010085.1	577614	578000	-	387	6	27	8	20	52	24	333	8	26
NMAR_RS03410	NC_010085.1	578082	578450	+	369	26	28	51	24	44	63	510	30	44
NMAR_RS03415	NC_010085.1	578441	578701	-	261	22	52	22	13	92	86	836	51	73
NMAR_RS03420	NC_010085.1	578794	578991	+	198	56	35	46	38	30	50	752	33	42
NMAR_RS03425	NC_010085.1	579023	579685	+	663	2146	2896	2138	2225	3027	3095	31922	2810	2685
NMAR_RS03430	NC_010085.1	579686	580165	+	480	3	11	12	7	27	24	126	16	15
NMAR_RS03435	NC_010085.1	580411	581352	+	942	385	505	385	452	307	358	3620	347	331
NMAR_RS03440	NC_010085.1	581336	582430	-	1095	56	61	25	48	96	73	480	36	78
NMAR_RS03445	NC_010085.1	582503	582754	+	252	0	26	12	0	27	0	114	27	9
NMAR_RS03450	NC_010085.1	582796	583518	+	723	200	331	405	245	399	281	3812	209	344
NMAR_RS10005	NC_010085.1	583607	583738	+	132	16	3	4	8	0	2	0	1	0
NMAR_RS03460	NC_010085.1	583735	584355	-	621	36	38	57	46	28	32	284	28	19
NMAR_RS03465	NC_010085.1	584407	585120	-	714	146	164	97	135	230	236	2860	277	225
NMAR_RS03470	NC_010085.1	585157	586098	-	942	372	596	456	333	833	755	6909	669	572
NMAR_RS03475	NC_010085.1	586202	587296	+	1095	1121	1476	1317	907	1887	2432	17997	1338	1372
NMAR_RS03480	NC_010085.1	587297	588034	-	738	54	91	64	72	76	40	564	38	62
NMAR_RS03485	NC_010085.1	588210	591734	+	3525	1511	1623	1233	1092	2099	2194	23185	1527	1767
NMAR_RS03490	NC_010085.1	591731	592696	-	966	221	188	191	209	343	345	4161	275	237
NMAR_RS03495	NC_010085.1	592793	593812	+	1020	150	256	125	173	111	123	1459	112	94
NMAR_RS03500	NC_010085.1	593853	594419	-	567	40	110	48	90	57	84	680	20	85
NMAR_RS03505	NC_010085.1	594507	595166	-	660	326	391	477	250	610	810	7243	706	613
NMAR_RS03510	NC_010085.1	595278	596483	+	1206	2	40	25	12	82	92	963	74	90
NMAR_RS03515	NC_010085.1	596491	597801	-	1311	184	215	254	200	409	324	4108	269	370
NMAR_RS03520	NC_010085.1	597843	599285	-	1443	772	795	566	579	676	590	6761	612	529
NMAR_RS03525	NC_010085.1	599345	599629	-	285	938	1084	661	799	499	395	6863	642	483
NMAR_RS03530	NC_010085.1	599831	600046	+	216	144	148	116	122	40	86	1532	257	86
NMAR_RS03535	NC_010085.1	600159	602594	+	2436	70	64	58	34	35	60	519	52	61
NMAR_RS03540	NC_010085.1	602646	603284	+	639	90	84	50	79	65	76	1230	133	63
NMAR_RS03545	NC_010085.1	603278	604069	+	792	32	4	24	13	21	20	347	30	21
NMAR_RS03550	NC_010085.1	604071	605186	+	1116	60	87	25	16	59	44	664	99	87
NMAR_RS03555	NC_010085.1	605261	606412	-	1152	96	50	39	24	47	75	497	57	42
NMAR_RS03560	NC_010085.1	606597	608129	+	1533	47	150	43	62	68	110	877	89	80
NMAR_RS03565	NC_010085.1	608247	608897	+	651	267	274	228	155	274	356	3387	291	207
NMAR_RS03570	NC_010085.1	608932	609657	+	726	65	118	52	74	130	115	1097	143	70
NMAR_RS03575	NC_010085.1	609714	610628	+	915	58	113	76	42	75	98	788	96	90
NMAR_RS03580	NC_010085.1	610696	610932	+	237	56	84	69	79	136	151	1353	51	88
NMAR_RS03585	NC_010085.1	610941	611933	+	993	755	987	918	786	820	898	9038	720	785
NMAR_RS03590	NC_010085.1	611934	612407	-	474	10	4	28	6	7	4	66	7	6
NMAR_RS03595	NC_010085.1	612440	612655	-	216	0	0	0	7	5	8	4	2	0
NMAR_RS03600	NC_010085.1	612652	613656	-	1005	821	926	855	646	967	980	8323	631	702
NMAR_RS03605	NC_010085.1	613707	614117	-	411	14	10	14	6	10	4	72	8	7
NMAR_RS03610	NC_010085.1	614254	614685	+	432	6	35	2	10	38	18	305	14	11
NMAR_RS03615	NC_010085.1	614682	615029	+	348	9	48	8	11	40	45	248	18	35
NMAR_RS03620	NC_010085.1	615050	615958	+	909	14	0	14	12	26	30	205	24	21
NMAR_RS03625	NC_010085.1	615949	616719	-	771	15	46	12	42	24	6	384	16	10
NMAR_RS03630	NC_010085.1	616743	617561	-	819	1477	1793	1439	1055	1423	1659	14773	1117	1215
NMAR_RS03635	NC_010085.1	617751	619559	+	1809	4266	7146	4978	4713	4834	5195	46069	3462	4286
NMAR_RS03640	NC_010085.1	619556	620353	+	798	1030	1543	1333	1228	1257	1566	13262	960	1330
NMAR_RS03645	NC_010085.1	620354	621475	-	1122	834	827	482	468	1197	838	12999	895	952
NMAR_RS03650	NC_010085.1	621596	623224	+	1629	102525	38275	41318	44750	41400	34698	336518	24888	22501
NMAR_RS03655	NC_010085.1	623360	623740	-	381	40320	22320	20181	12845	85859	71170	520931	39785	52528
NMAR_RS09685	NC_010085.1	623857	623994	-	138	10	28	15	11	40	21	310	34	33
NMAR_RS03660	NC_010085.1	624050	625159	-	1110	112	99	44	87	128	105	1364	99	124
NMAR_RS03665	NC_010085.1	625162	625389	-	228	4	0	0	0	8	2	74	2	4
NMAR_RS03670	NC_010085.1	625481	626176	+	696	121	147	82	68	76	70	763	95	43
NMAR_RS03675	NC_010085.1	626178	628064	+	1887	150	158	161	129	340	379	3314	290	265
NMAR_RS03680	NC_010085.1	628174	629472	+	1299	207	295	249	197	256	230	3070	279	199
NMAR_RS03685	NC_010085.1	629474	629986	-	513	170	173	129	119	194	156	2611	177	160
NMAR_RS09690	NC_010085.1	630037	630174	-	138	27	103	48	19	99	75	825	20	58
NMAR_RS03690	NC_010085.1	630214	630555	-	342	448	1066	762	867	1001	814	9586	784	849
NMAR_RS03695	NC_010085.1	630790	630978	-	189	0	0	0	0	7	10	0	6	14
NMAR_RS03700	NC_010085.1	631181	632062	+	882	148	322	129	167	313	301	2893	152	204
NMAR_RS03705	NC_010085.1	632107	632970	+	864	730	1311	888	1076	956	1055	10464	641	848
NMAR_RS03710	NC_010085.1	632975	634327	+	1353	292	415	384	244	422	573	4544	492	342
NMAR_RS03715	NC_010085.1	634324	634740	-	417	1127	1555	1790	1251	1259	1599	11829	880	966
NMAR_RS03720	NC_010085.1	634836	635432	+	597	2025	2639	2220	2070	3001	3055	27956	1769	2085
NMAR_RS03725	NC_010085.1	635442	635918	-	477	89	139	56	92	146	113	990	50	85
NMAR_RS03730	NC_010085.1	635915	636925	-	1011	750	975	750	618	847	914	9566	758	815
NMAR_RS03735	NC_010085.1	637018	637425	-	408	274	442	262	251	379	362	4340	180	284
NMAR_RS03740	NC_010085.1	637462	639078	-	1617	54	64	65	53	122	139	1231	49	112
NMAR_RS03745	NC_010085.1	639111	639404	-	294	95	103	116	43	132	154	1360	83	82
NMAR_RS03750	NC_010085.1	639538	640416	+	879	57594	60381	67484	45875	110935	112078	933249	76877	81692
NMAR_RS03755	NC_010085.1	640471	642387	+	1917	1495	1867	1760	1309	1021	1170	9644	861	907
NMAR_RS03760	NC_010085.1	642384	642908	-	525	200	215	130	166	257	301	3342	244	298
NMAR_RS03765	NC_010085.1	642950	643972	-	1023	82	38	41	51	155	114	1684	107	98
NMAR_RS03770	NC_010085.1	644012	644812	-	801	16	79	38	25	1179	1019	12710	618	993
NMAR_RS03775	NC_010085.1	644805	645626	-	822	16	12	2	2	440	364	4928	256	494
NMAR_RS03780	NC_010085.1	645838	646848	+	1011	21	20	16	6	92	142	1181	34	93
NMAR_RS03785	NC_010085.1	646845	647495	+	651	45	111	19	54	206	161	1842	151	140
NMAR_RS03790	NC_010085.1	647510	647773	+	264	0	0	0	8	4	0	11	0	13
NMAR_RS03795	NC_010085.1	647814	647895	+	82	0	0	4	11	5	19	79	0	1
NMAR_RS03800	NC_010085.1	647934	648119	+	186	37	12	6	12	24	42	351	31	15
NMAR_RS03805	NC_010085.1	648158	648805	+	648	124	155	229	115	361	391	2825	154	274
NMAR_RS03810	NC_010085.1	648858	649091	+	234	97	66	48	54	104	127	1733	152	113
NMAR_RS09695	NC_010085.1	649112	649288	+	177	9	47	10	24	67	43	810	68	101
NMAR_RS03815	NC_010085.1	649352	649729	+	378	96	90	95	78	60	83	704	63	47
NMAR_RS03820	NC_010085.1	649883	650215	-	333	356	379	313	392	473	608	7226	496	400
NMAR_RS03825	NC_010085.1	650279	650740	-	462	0	14	48	0	35	44	166	0	30
NMAR_RS03830	NC_010085.1	650813	652093	+	1281	527	452	329	335	441	525	4770	336	414
NMAR_RS03835	NC_010085.1	652125	652526	+	402	43	20	13	34	52	35	444	18	48
NMAR_RS03840	NC_010085.1	652598	652927	+	330	451	424	598	444	980	834	9491	672	440
NMAR_RS03845	NC_010085.1	652930	653241	+	312	202	381	282	309	256	203	2126	177	280
NMAR_RS03850	NC_010085.1	653242	654609	-	1368	220	263	198	157	338	382	2996	281	234
NMAR_RS03855	NC_010085.1	654606	655655	-	1050	178	141	120	122	152	190	1947	139	190
NMAR_RS03860	NC_010085.1	655859	656167	+	309	40	46	14	14	68	75	526	32	26
NMAR_RS03865	NC_010085.1	656186	656428	+	243	70	58	12	95	70	85	592	45	79
NMAR_RS03870	NC_010085.1	656430	656765	-	336	131	53	84	82	65	47	399	41	49
NMAR_RS03880	NC_010085.1	657033	657980	-	948	369	372	397	321	1311	1346	14876	948	1011
NMAR_RS03885	NC_010085.1	658136	658795	+	660	81	70	38	48	188	140	1532	70	94
NMAR_RS03890	NC_010085.1	658983	659663	-	681	36	82	66	33	50	33	508	43	46
NMAR_RS03895	NC_010085.1	659913	661637	+	1725	3415	4206	3048	2677	2296	2194	22598	2105	2031
NMAR_RS03900	NC_010085.1	661638	662252	-	615	20	21	27	2	22	12	258	30	16
NMAR_RS03905	NC_010085.1	662287	662850	-	564	2	0	0	0	2	0	32	5	6
NMAR_RS03910	NC_010085.1	662927	663550	+	624	72	119	154	106	112	117	1014	82	70
NMAR_RS03915	NC_010085.1	663600	664898	+	1299	1658	1734	1706	1463	2122	2704	15447	1535	1565
NMAR_RS03920	NC_010085.1	665007	665381	+	375	933	1299	750	866	256	284	1868	199	255
NMAR_RS03925	NC_010085.1	665435	665686	+	252	148	218	102	148	87	111	1392	92	127
NMAR_RS09700	NC_010085.1	665703	665846	-	144	2307	3434	2945	2414	4973	6122	56937	2873	3590
NMAR_RS03930	NC_010085.1	666166	667611	-	1446	24	4	12	12	8	22	266	31	47
NMAR_RS03935	NC_010085.1	667620	668933	-	1314	50	117	54	45	136	96	1547	98	166
NMAR_RS03940	NC_010085.1	669032	669436	+	405	12	14	26	2	19	24	282	38	28
NMAR_RS03945	NC_010085.1	669433	669981	-	549	20	38	8	28	48	16	551	38	41
NMAR_RS03950	NC_010085.1	669992	670435	-	444	114	12	44	42	86	132	707	90	120
NMAR_RS03955	NC_010085.1	670559	670786	+	228	13	55	37	13	30	48	421	6	55
NMAR_RS03960	NC_010085.1	670841	671335	+	495	1050	1107	911	1008	652	802	10116	1298	673
NMAR_RS09705	NC_010085.1	671322	671495	-	174	42	81	120	69	132	104	1294	79	88
NMAR_RS03965	NC_010085.1	671572	672669	+	1098	581	748	621	673	518	535	6442	619	446
NMAR_RS03970	NC_010085.1	672666	672971	-	306	79	76	24	50	86	37	402	39	33
NMAR_RS03975	NC_010085.1	673009	673242	-	234	8	24	0	0	41	18	332	9	18
NMAR_RS03980	NC_010085.1	673391	673681	-	291	32	30	39	28	69	58	708	61	63
NMAR_RS03985	NC_010085.1	673708	674535	-	828	214	373	210	164	353	393	2986	245	248
NMAR_RS03990	NC_010085.1	674621	675526	+	906	44	84	29	68	99	100	1147	109	102
NMAR_RS03995	NC_010085.1	675576	677768	+	2193	6490	6935	6596	5683	7958	9175	79960	6512	6681
NMAR_RS04000	NC_010085.1	677860	678438	+	579	63	72	65	64	91	56	612	42	76
NMAR_RS04005	NC_010085.1	678482	678712	+	231	4	9	0	0	16	25	120	4	14
NMAR_RS04010	NC_010085.1	678747	678977	+	231	6	24	14	27	11	9	74	12	12
NMAR_RS04015	NC_010085.1	678980	679405	-	426	43	82	61	48	136	85	1686	105	128
NMAR_RS04020	NC_010085.1	679479	679691	-	213	8	26	15	8	6	7	194	23	8
NMAR_RS04025	NC_010085.1	679820	681301	+	1482	1848	1637	786	964	2260	2046	13723	1305	2072
NMAR_RS04030	NC_010085.1	681293	681910	-	618	18	7	12	2	30	10	137	28	20
NMAR_RS04035	NC_010085.1	682006	682383	+	378	73	250	117	121	247	312	2483	129	166
NMAR_RS04040	NC_010085.1	682414	682770	+	357	14	6	16	0	7	3	148	12	19
NMAR_RS04045	NC_010085.1	682756	682962	-	207	20	5	9	16	1	2	241	17	44
NMAR_RS04050	NC_010085.1	682965	683177	-	213	4	19	10	8	38	4	176	13	27
NMAR_RS04055	NC_010085.1	683322	683498	+	177	139	210	92	155	20	22	554	46	20
NMAR_RS04060	NC_010085.1	683694	683966	+	273	94	109	52	89	158	233	2260	160	165
NMAR_RS04065	NC_010085.1	683963	684529	-	567	4	5	4	0	14	8	183	14	28
NMAR_RS04070	NC_010085.1	684539	684772	-	234	0	10	0	0	12	0	119	6	8
NMAR_RS04075	NC_010085.1	684848	685111	+	264	32	44	20	16	28	20	302	12	47
NMAR_RS04080	NC_010085.1	685116	685928	-	813	49	108	46	62	82	118	1178	108	107
NMAR_RS04085	NC_010085.1	685965	687782	-	1818	388	565	614	498	1100	1298	10537	735	932
NMAR_RS04090	NC_010085.1	687932	688366	+	435	674	935	813	657	587	576	4635	362	471
NMAR_RS04095	NC_010085.1	688407	688625	+	219	42	42	22	24	52	14	285	22	27
NMAR_RS04100	NC_010085.1	688626	688817	-	192	4	9	18	9	1	19	8	2	6
NMAR_RS04105	NC_010085.1	688854	689246	+	393	78	42	46	85	78	81	922	23	85
NMAR_RS04110	NC_010085.1	689395	689643	+	249	27	69	30	50	24	39	400	27	19
NMAR_RS04115	NC_010085.1	689640	689900	-	261	50	82	46	88	70	57	945	42	72
NMAR_RS04120	NC_010085.1	690338	691429	-	1092	360	490	424	402	636	516	6815	429	475
NMAR_RS09710	NC_010085.1	691527	691670	+	144	3	4	9	10	15	20	118	12	0
NMAR_RS04125	NC_010085.1	691728	692285	+	558	126	166	160	197	543	612	5740	447	505
NMAR_RS04130	NC_010085.1	692293	692721	+	429	46	32	22	23	48	33	245	56	24
NMAR_RS04135	NC_010085.1	692718	692924	-	207	691	896	532	601	1050	947	10760	568	1014
NMAR_RS04140	NC_010085.1	692953	693744	-	792	976	1342	970	1004	1306	1220	15234	1448	990
NMAR_RS04145	NC_010085.1	693772	694236	-	465	71	168	172	101	268	233	2612	174	144
NMAR_RS04150	NC_010085.1	694554	694940	+	387	50	81	52	32	13	20	122	18	31
NMAR_RS04155	NC_010085.1	695077	695337	+	261	128	73	64	30	166	105	929	36	88
NMAR_RS04160	NC_010085.1	695334	695756	-	423	34	36	26	16	44	40	276	17	49
NMAR_RS04165	NC_010085.1	695834	696514	+	681	363	314	277	330	160	278	1945	152	161
NMAR_RS04170	NC_010085.1	696511	698676	+	2166	990	1236	950	895	1035	1094	8933	748	744
NMAR_RS04175	NC_010085.1	698669	700138	+	1470	1255	1582	1295	929	1373	1620	12358	858	959
NMAR_RS04180	NC_010085.1	700141	700419	+	279	50	64	47	23	37	94	793	69	70
NMAR_RS04185	NC_010085.1	700454	700840	+	387	565	329	314	467	265	343	2565	413	220
NMAR_RS04190	NC_010085.1	700874	701698	+	825	421	554	429	385	447	497	4037	353	371
